time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code)
2010-02-05,1001.375,0.39079166666666665,0.79,17.6,12.554166666666667,86.375,9.35,8.316666666666666,81.20833333333333,1153.0,2
2010-02-06,990.5541666666667,0.4189583333333333,1.24,10.4,17.654166666666665,78.16666666666667,9.841666666666667,9.733333333333333,72.04166666666667,2153.0,53
2010-02-07,987.9791666666666,0.39737500000000003,1.45,0.1,9.016666666666667,70.0,7.583333333333333,8.675,29.0,2730.0,51
2010-02-08,990.4875000000001,0.38304166666666667,1.36,0.0,6.220833333333334,66.66666666666667,6.770833333333333,7.8500000000000005,36.708333333333336,2868.0,1
2010-02-09,987.5083333333333,0.39408333333333334,0.76,9.0,11.183333333333332,80.45833333333333,7.2,7.5,94.125,1113.0,1
2010-02-10,974.5458333333332,0.42825,0.7100000000000001,23.5,8.183333333333334,89.20833333333333,9.0,8.875,95.70833333333333,1319.0,61
2010-02-11,981.0,0.4038333333333333,1.11,3.3000000000000003,12.970833333333333,75.83333333333333,7.420833333333333,8.266666666666667,53.5,2537.0,51
2010-02-12,985.1541666666667,0.41562499999999997,1.05,9.8,9.9,77.66666666666667,4.504166666666666,6.2875000000000005,74.875,2687.0,1
2010-02-13,994.1541666666667,0.39758333333333334,1.45,0.0,6.4375,73.95833333333333,5.6625000000000005,6.595833333333334,35.041666666666664,3523.0,0
2010-02-14,989.4583333333334,0.40320833333333334,0.76,2.7,10.041666666666666,79.70833333333333,6.4875,6.733333333333333,73.16666666666667,1156.0,3
2010-02-15,991.9250000000001,0.39679166666666665,1.34,1.2,4.783333333333333,79.375,7.625,7.366666666666667,57.083333333333336,3017.0,51
2010-02-16,988.6999999999999,0.4076666666666667,0.5700000000000001,16.0,10.608333333333333,84.20833333333333,8.279166666666667,7.970833333333334,99.04166666666667,862.0,3
2010-02-17,985.5791666666668,0.4130833333333333,0.84,5.8,9.725,89.04166666666667,10.491666666666667,10.008333333333333,86.625,1536.0,61
2010-02-18,992.1416666666668,0.41887499999999994,1.32,21.2,11.304166666666667,89.125,12.325000000000001,11.549999999999999,69.45833333333333,2622.0,53
2010-02-19,985.0791666666668,0.41487500000000005,0.9600000000000001,9.2,13.258333333333333,83.45833333333333,12.799999999999999,11.670833333333334,55.375,1405.0,3
2010-02-20,984.5333333333333,0.40887500000000004,1.74,10.2,22.304166666666664,75.25,10.887500000000001,11.229166666666666,61.208333333333336,2174.0,1
2010-02-21,995.3333333333334,0.402625,2.17,1.3,14.066666666666668,65.16666666666667,10.016666666666667,10.579166666666667,48.333333333333336,3694.0,51
2010-02-22,993.5333333333333,0.4182916666666667,0.68,22.5,14.666666666666666,88.25,10.700000000000001,10.391666666666667,89.75,726.0,51
2010-02-23,991.4541666666668,0.4206666666666667,1.44,17.0,11.141666666666666,90.16666666666667,12.654166666666667,12.204166666666666,72.66666666666667,2901.0,51
2010-02-24,990.4458333333333,0.4115,1.35,9.5,6.8625,88.25,11.254166666666668,12.008333333333333,87.95833333333333,2793.0,61
2010-02-25,994.6083333333332,0.3954583333333333,1.6400000000000001,0.0,7.1625000000000005,87.41666666666667,10.975,11.7125,51.333333333333336,3386.0,2
2010-02-26,992.5083333333333,0.3874166666666667,1.44,4.2,15.429166666666667,84.08333333333333,12.5625,12.254166666666668,57.791666666666664,2524.0,3
2010-02-27,997.2291666666666,0.37525000000000003,2.15,0.0,7.75,78.83333333333333,11.229166666666666,12.245833333333332,35.458333333333336,4265.0,0
2010-02-28,996.3791666666666,0.363125,2.2,0.0,8.416666666666666,78.41666666666667,12.450000000000001,12.383333333333333,25.458333333333332,3944.0,1
2010-03-01,997.7583333333333,0.3562916666666667,1.73,0.4,7.658333333333334,87.58333333333333,12.804166666666667,13.529166666666667,60.583333333333336,3499.0,2
2010-03-02,1004.6,0.3541666666666667,1.98,0.0,10.654166666666667,85.375,11.920833333333334,12.958333333333334,43.208333333333336,3993.0,1
2010-03-03,999.8958333333334,0.35304166666666664,1.93,1.9,9.870833333333334,74.79166666666667,12.041666666666666,12.470833333333333,59.291666666666664,3319.0,3
2010-03-04,986.5375,0.3974583333333333,1.19,15.700000000000001,16.816666666666666,86.25,11.845833333333333,12.387500000000001,69.91666666666667,2073.0,51
2010-03-05,994.2833333333333,0.39562500000000006,1.53,8.0,10.983333333333334,76.83333333333333,9.283333333333333,11.254166666666668,58.25,3070.0,0
2010-03-06,1000.2791666666667,0.39483333333333337,2.38,0.2,12.3375,54.541666666666664,6.045833333333333,8.891666666666667,50.375,4592.0,51
2010-03-07,998.2875,0.37554166666666666,2.5,0.0,19.783333333333335,58.0,6.833333333333333,8.591666666666667,59.625,4112.0,1
2010-03-08,992.4875000000001,0.36354166666666665,2.9,0.0,18.595833333333335,51.708333333333336,6.854166666666667,8.791666666666666,28.708333333333332,4387.0,1
2010-03-09,986.9458333333333,0.39491666666666664,0.96,35.9,19.912499999999998,77.08333333333333,5.7749999999999995,7.108333333333333,80.29166666666667,1321.0,0
2010-03-10,989.875,0.4154166666666666,1.5,7.4,9.3375,76.75,9.241666666666665,9.387500000000001,61.75,3130.0,61
2010-03-11,995.6458333333334,0.4142083333333333,1.23,14.3,12.079166666666666,77.875,7.375,8.345833333333333,70.83333333333333,2826.0,2
2010-03-12,1000.9875000000001,0.405375,1.88,1.1,5.254166666666666,76.08333333333333,7.441666666666666,8.691666666666666,40.125,4361.0,51
2010-03-13,1001.9666666666667,0.38895833333333335,2.2199999999999998,0.0,9.4125,70.875,7.7749999999999995,8.549999999999999,21.541666666666668,4338.0,0
2010-03-14,1002.9166666666666,0.37775000000000003,2.06,0.0,8.887500000000001,67.41666666666667,8.387500000000001,9.3125,40.958333333333336,3997.0,0
2010-03-15,1004.025,0.37041666666666667,2.29,0.0,5.3,75.45833333333333,9.041666666666666,9.487499999999999,18.708333333333332,4823.0,0
2010-03-16,1007.475,0.385,2.11,2.4,5.6875,80.625,8.516666666666667,9.041666666666666,30.833333333333332,4334.0,1
2010-03-17,1015.6541666666667,0.37320833333333336,2.79,0.0,6.345833333333334,77.875,9.029166666666667,9.4625,5.333333333333333,5523.0,0
2010-03-18,1018.4708333333333,0.36166666666666664,2.39,0.0,5.204166666666667,78.20833333333333,10.433333333333334,9.595833333333333,21.666666666666668,4973.0,0
2010-03-19,1016.6125000000001,0.353875,2.54,0.0,4.5375000000000005,80.16666666666667,9.254166666666666,9.741666666666667,34.375,5218.0,1
2010-03-20,1013.7416666666667,0.34650000000000003,2.7,0.0,4.766666666666667,79.20833333333333,10.133333333333333,10.520833333333334,20.666666666666668,5320.0,0
2010-03-21,1011.4875000000001,0.33945833333333336,2.69,0.0,4.7124999999999995,75.16666666666667,11.804166666666667,11.641666666666666,35.833333333333336,4898.0,1
2010-03-22,1007.2541666666666,0.3383333333333334,1.68,2.8,6.925000000000001,73.66666666666667,12.950000000000001,12.262500000000001,89.66666666666667,2326.0,2
2010-03-23,1002.8375,0.3785833333333333,2.13,4.5,6.875,77.0,13.7125,13.674999999999999,58.208333333333336,3765.0,53
2010-03-24,1002.0666666666666,0.35712499999999997,2.41,0.0,4.5125,85.75,12.604166666666666,13.579166666666666,42.166666666666664,4532.0,1
2010-03-25,1004.4125,0.3471666666666666,2.23,0.2,4.9375,86.5,12.391666666666666,12.858333333333334,41.875,4297.0,2
2010-03-26,1004.2458333333334,0.3389583333333333,3.06,0.0,6.2749999999999995,82.95833333333333,13.008333333333333,13.458333333333334,22.166666666666668,5580.0,0
2010-03-27,1000.3208333333333,0.3332916666666667,2.43,0.5,11.345833333333333,82.75,12.725,13.770833333333334,47.0,4741.0,3
